Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
Oak Street Weather Station,08/21/2015 11:00:00 AM,24.7,16.5,43,0,0,285,0,124,0.9,2.5,997.1,747,0,12.1,08/21/2015 11:00 AM,OakStreetWeatherStation201508211100
63rd Street Weather Station,08/21/2015 12:00:00 PM,25.2,17.3,45,0,0,541.7,0,174,3,5.1,996.8,762,356,11.9,08/21/2015 12:00 PM,63rdStreetWeatherStation201508211200
63rd Street Weather Station,08/22/2015 09:00:00 AM,22.6,17.5,61,0,0,541.7,0,198,2,4.1,997.5,410,355,11.9,08/22/2015 9:00 AM,63rdStreetWeatherStation201508220900
Oak Street Weather Station,08/22/2015 09:00:00 AM,22.5,16.9,57,0,0,285,0,121,1,2.9,997.9,490,0,12.1,08/22/2015 9:00 AM,OakStreetWeatherStation201508220900
Oak Street Weather Station,08/22/2015 10:00:00 AM,22.1,16.8,59,0,0,285,0,120,1.6,3.5,998,637,0,12.1,08/22/2015 10:00 AM,OakStreetWeatherStation201508221000
63rd Street Weather Station,08/22/2015 11:00:00 AM,25.1,17.4,46,0,0,541.7,0,167,4.6,7.9,997.4,634,355,12,08/22/2015 11:00 AM,63rdStreetWeatherStation201508221100
Oak Street Weather Station,08/22/2015 11:00:00 AM,23.3,16.8,52,0,0,285,0,111,1.6,3.1,997.8,759,0,12.1,08/22/2015 11:00 AM,OakStreetWeatherStation201508221100
63rd Street Weather Station,08/22/2015 12:00:00 PM,25.3,17.4,46,0,0,541.7,0,177,4.1,7.1,997.2,778,355,11.9,08/22/2015 12:00 PM,63rdStreetWeatherStation201508221200
Oak Street Weather Station,08/22/2015 12:00:00 PM,23.8,16.9,50,0,0,285,0,99,2.1,4,997.6,805,0,12.1,08/22/2015 12:00 PM,OakStreetWeatherStation201508221200
63rd Street Weather Station,08/22/2015 01:00:00 PM,24.5,17.5,50,0,0,541.7,0,154,0.9,2.7,996.5,939,355,12,08/22/2015 1:00 PM,63rdStreetWeatherStation201508221300
Oak Street Weather Station,08/22/2015 01:00:00 PM,24.2,17.1,49,0,0,285,0,105,2.9,5.4,997,768,0,12.1,08/22/2015 1:00 PM,OakStreetWeatherStation201508221300
63rd Street Weather Station,08/22/2015 02:00:00 PM,24.5,17.4,50,0,0,541.7,0,158,1.1,2.7,995.9,395,355,11.9,08/22/2015 2:00 PM,63rdStreetWeatherStation201508221400
Oak Street Weather Station,08/22/2015 02:00:00 PM,24.3,17.3,50,0,0,285,0,95,2.5,5.6,996.4,612,0,12.1,08/22/2015 2:00 PM,OakStreetWeatherStation201508221400
63rd Street Weather Station,08/22/2015 04:00:00 PM,24.5,17.7,51,0,0,541.7,0,161,1.1,3.2,994.6,599,354,12,08/22/2015 4:00 PM,63rdStreetWeatherStation201508221600
Oak Street Weather Station,08/22/2015 04:00:00 PM,24.8,17.3,47,0,0,285,0,93,1.4,4,995,547,0,12.1,08/22/2015 4:00 PM,OakStreetWeatherStation201508221600
63rd Street Weather Station,08/22/2015 05:00:00 PM,25,17.6,48,0,0,541.7,0,132,1.1,2.2,993.9,427,353,11.9,08/22/2015 5:00 PM,63rdStreetWeatherStation201508221700
Oak Street Weather Station,08/22/2015 05:00:00 PM,24.4,17.4,50,0,0,285,0,93,2,4.1,994.2,119,0,12.1,08/22/2015 5:00 PM,OakStreetWeatherStation201508221700
63rd Street Weather Station,08/22/2015 06:00:00 PM,26.3,18.0,45,0,0,541.7,0,174,4,6.6,993.5,290,354,12,08/22/2015 6:00 PM,63rdStreetWeatherStation201508221800
Oak Street Weather Station,08/22/2015 06:00:00 PM,23.9,17.3,52,0,0,285,0,126,1.2,3.6,993.9,32,0,12.1,08/22/2015 6:00 PM,OakStreetWeatherStation201508221800
63rd Street Weather Station,08/22/2015 07:00:00 PM,25.7,17.8,46,0,0,541.7,0,185,5.1,8.5,993.1,49,355,12,08/22/2015 7:00 PM,63rdStreetWeatherStation201508221900
63rd Street Weather Station,08/22/2015 08:00:00 PM,24.9,17.7,49,0,0,541.7,0,190,2.9,5.3,992.9,0,355,11.9,08/22/2015 8:00 PM,63rdStreetWeatherStation201508222000
Oak Street Weather Station,08/22/2015 08:00:00 PM,24.1,17.2,50,0,0,285,0,83,1.2,2.4,993.2,0,0,12.1,08/22/2015 8:00 PM,OakStreetWeatherStation201508222000
63rd Street Weather Station,08/22/2015 09:00:00 PM,22.7,17.5,60,0,0,541.7,0,165,2.4,3.5,993,1,355,11.9,08/22/2015 9:00 PM,63rdStreetWeatherStation201508222100
Oak Street Weather Station,08/22/2015 09:00:00 PM,23.5,17.3,54,0,0,285,0,111,0.9,2.6,993.4,0,0,12.1,08/22/2015 9:00 PM,OakStreetWeatherStation201508222100
63rd Street Weather Station,08/22/2015 10:00:00 PM,23.1,17.8,60,0,0,541.7,0,195,1.6,2.6,994.6,1,354,11.9,08/22/2015 10:00 PM,63rdStreetWeatherStation201508222200
Oak Street Weather Station,08/22/2015 10:00:00 PM,23.7,17.4,54,0,0,285,0,71,1.2,1.8,994.8,0,0,12.1,08/22/2015 10:00 PM,OakStreetWeatherStation201508222200
63rd Street Weather Station,08/22/2015 11:00:00 PM,22.7,17.6,61,0,0,541.7,0,186,1.5,2.8,993.9,1,355,12,08/22/2015 11:00 PM,63rdStreetWeatherStation201508222300
Oak Street Weather Station,08/22/2015 11:00:00 PM,23,17.3,57,0,0,285,0,131,0.6,1.4,994.3,0,0,12.1,08/22/2015 11:00 PM,OakStreetWeatherStation201508222300
63rd Street Weather Station,08/23/2015 12:00:00 AM,20.9,17.1,69,0,0,541.7,0,162,2,2.8,993.3,1,355,11.9,08/23/2015 12:00 AM,63rdStreetWeatherStation201508232400
Oak Street Weather Station,08/23/2015 12:00:00 AM,22.4,17.0,59,0,0,285,0,119,0.8,1.6,993.7,0,0,12.2,08/23/2015 12:00 AM,OakStreetWeatherStation201508232400
63rd Street Weather Station,08/23/2015 02:00:00 AM,22.4,17.9,65,0,0,541.7,0,182,3,4.1,991.4,1,355,12,08/23/2015 2:00 AM,63rdStreetWeatherStation201508230200
Oak Street Weather Station,08/23/2015 02:00:00 AM,21.2,16.9,65,0,0,285,0,123,1.2,2.1,991.5,0,0,12,08/23/2015 2:00 AM,OakStreetWeatherStation201508230200
63rd Street Weather Station,08/23/2015 03:00:00 AM,22,18.0,68,0,0,541.7,0,183,3.8,8.2,990.9,1,354,12,08/23/2015 3:00 AM,63rdStreetWeatherStation201508230300
Oak Street Weather Station,08/23/2015 03:00:00 AM,21.1,17.0,67,0,0,285,0,119,1.1,2.7,991.2,0,0,12.1,08/23/2015 3:00 AM,OakStreetWeatherStation201508230300
63rd Street Weather Station,08/23/2015 04:00:00 AM,21.6,17.9,70,0,0,541.7,0,190,3.3,7.9,990,1,354,12,08/23/2015 4:00 AM,63rdStreetWeatherStation201508230400
Oak Street Weather Station,08/23/2015 04:00:00 AM,22.2,17.7,65,0,0,285,0,112,1.8,5.1,990.1,0,0,12.1,08/23/2015 4:00 AM,OakStreetWeatherStation201508230400
63rd Street Weather Station,08/23/2015 05:00:00 AM,21.3,17.9,73,0,0,541.7,0,226,2.3,3.9,990.8,1,354,11.9,08/23/2015 5:00 AM,63rdStreetWeatherStation201508230500
Oak Street Weather Station,08/23/2015 05:00:00 AM,22.5,18.0,65,0,0,285,0,287,1.5,2.9,990.9,0,0,12.1,08/23/2015 5:00 AM,OakStreetWeatherStation201508230500
63rd Street Weather Station,08/23/2015 06:00:00 AM,20.9,18.1,76,0,0,541.7,0,191,2.5,3.7,989.9,3,355,11.9,08/23/2015 6:00 AM,63rdStreetWeatherStation201508230600
Oak Street Weather Station,08/23/2015 06:00:00 AM,21.8,18.1,71,0,0,285,0,341,1.1,2.5,989.9,2,0,12.1,08/23/2015 6:00 AM,OakStreetWeatherStation201508230600
63rd Street Weather Station,08/23/2015 07:00:00 AM,21.2,18.7,79,0,0,541.7,0,194,3,5,989,147,355,11.9,08/23/2015 7:00 AM,63rdStreetWeatherStation201508230700
Oak Street Weather Station,08/23/2015 07:00:00 AM,22,18.8,74,0,0,285,0,289,1.1,4.8,988.9,92,0,12.1,08/23/2015 7:00 AM,OakStreetWeatherStation201508230700
63rd Street Weather Station,08/23/2015 08:00:00 AM,21.7,19.5,82,0,0,541.7,0,203,3.2,6.2,988.5,132,355,11.9,08/23/2015 8:00 AM,63rdStreetWeatherStation201508230800
Oak Street Weather Station,08/23/2015 08:00:00 AM,22.6,19.6,76,0,0,285,0,0,0.5,1.2,989.1,132,0,12.2,08/23/2015 8:00 AM,OakStreetWeatherStation201508230800
63rd Street Weather Station,08/23/2015 09:00:00 AM,22.4,20.4,84,0,0,541.7,0,246,5,7.4,989,132,354,12,08/23/2015 9:00 AM,63rdStreetWeatherStation201508230900
Oak Street Weather Station,08/23/2015 09:00:00 AM,22,19.7,81,0,0,285,0,51,1,1.9,989.2,73,0,12.1,08/23/2015 9:00 AM,OakStreetWeatherStation201508230900
63rd Street Weather Station,08/23/2015 10:00:00 AM,21.6,20.9,94,0,12.1,553.8,0,244,3.7,6.8,988.6,90,354,12,08/23/2015 10:00 AM,63rdStreetWeatherStation201508231000
Oak Street Weather Station,08/23/2015 10:00:00 AM,21.8,20.2,86,0,0.1,285.1,0,26,1.2,1.9,988.8,54,0,12.1,08/23/2015 10:00 AM,OakStreetWeatherStation201508231000
63rd Street Weather Station,08/23/2015 11:00:00 AM,21.7,21.3,97,0,0,553.8,0,252,3.5,5.3,988.8,142,354,12,08/23/2015 11:00 AM,63rdStreetWeatherStation201508231100
Oak Street Weather Station,08/23/2015 11:00:00 AM,22.2,20.7,88,0,0,285.2,0,248,2.2,5.1,989,109,0,12.1,08/23/2015 11:00 AM,OakStreetWeatherStation201508231100
63rd Street Weather Station,08/23/2015 12:00:00 PM,23.2,22.1,91,0,1.4,555.3,0,240,3.5,6.6,988.2,907,355,11.9,08/23/2015 12:00 PM,63rdStreetWeatherStation201508231200
Oak Street Weather Station,08/23/2015 12:00:00 PM,23.7,20.9,78,0,0,285.2,0,299,1.1,5.2,988.4,143,0,12.1,08/23/2015 12:00 PM,OakStreetWeatherStation201508231200
63rd Street Weather Station,08/23/2015 01:00:00 PM,23.3,20.1,75,0,0,555.3,0,250,6.3,9.5,988,881,355,11.9,08/23/2015 1:00 PM,63rdStreetWeatherStation201508231300
Oak Street Weather Station,08/23/2015 01:00:00 PM,24.3,19.1,62,0,0,285.2,0,301,1.3,6.4,988.2,780,0,12.1,08/23/2015 1:00 PM,OakStreetWeatherStation201508231300
63rd Street Weather Station,08/23/2015 02:00:00 PM,24.4,17.5,50,0,0,555.3,0,273,5,8.6,988.2,774,354,11.9,08/23/2015 2:00 PM,63rdStreetWeatherStation201508231400
63rd Street Weather Station,08/23/2015 03:00:00 PM,25.2,17.0,44,0,0,555.3,0,290,3.8,9.1,988.4,695,354,11.9,08/23/2015 3:00 PM,63rdStreetWeatherStation201508231500
Oak Street Weather Station,08/23/2015 03:00:00 PM,26,17.3,42,0,0,285.2,0,13,2.5,4.3,988.6,647,0,12.1,08/23/2015 3:00 PM,OakStreetWeatherStation201508231500
63rd Street Weather Station,08/23/2015 04:00:00 PM,24.8,17.7,50,0,0,555.3,0,268,6.5,10.2,988.8,563,354,12,08/23/2015 4:00 PM,63rdStreetWeatherStation201508231600
Oak Street Weather Station,08/23/2015 04:00:00 PM,25.8,17.2,42,0,0,285.2,0,336,2.8,6.3,988.9,121,0,12.2,08/23/2015 4:00 PM,OakStreetWeatherStation201508231600
63rd Street Weather Station,08/23/2015 05:00:00 PM,24.1,17.2,51,0,0,555.3,0,275,3.7,9,989,443,354,12,08/23/2015 5:00 PM,63rdStreetWeatherStation201508231700
Oak Street Weather Station,08/23/2015 05:00:00 PM,24.7,16.9,45,0,0,285.2,0,340,2.8,5.7,989.2,89,0,12.1,08/23/2015 5:00 PM,OakStreetWeatherStation201508231700
63rd Street Weather Station,08/23/2015 06:00:00 PM,23.3,16.9,53,0,0,555.3,0,291,2,5,989.3,132,354,12,08/23/2015 6:00 PM,63rdStreetWeatherStation201508231800
63rd Street Weather Station,08/23/2015 07:00:00 PM,23,16.6,53,0,0,555.3,0,274,4.1,6.3,989.7,51,354,12,08/23/2015 7:00 PM,63rdStreetWeatherStation201508231900
Oak Street Weather Station,08/23/2015 07:00:00 PM,23.2,16.2,48,0,0,285.2,0,318,0.9,1.8,989.7,35,0,12.1,08/23/2015 7:00 PM,OakStreetWeatherStation201508231900
63rd Street Weather Station,08/23/2015 08:00:00 PM,22.4,16.6,55,0,0,555.3,0,276,2.6,4.5,990,1,354,11.9,08/23/2015 8:00 PM,63rdStreetWeatherStation201508232000
Oak Street Weather Station,08/23/2015 08:00:00 PM,22.8,16.4,52,0,0,285.2,0,334,0.7,2.4,990.3,0,0,12.1,08/23/2015 8:00 PM,OakStreetWeatherStation201508232000
63rd Street Weather Station,08/23/2015 09:00:00 PM,22.1,16.2,55,0,0,555.3,0,280,3.6,8,990.7,1,354,11.9,08/23/2015 9:00 PM,63rdStreetWeatherStation201508232100
Oak Street Weather Station,08/23/2015 09:00:00 PM,22.3,15.5,49,0,0,285.2,0,348,2.5,4.3,991.2,0,0,12.1,08/23/2015 9:00 PM,OakStreetWeatherStation201508232100
63rd Street Weather Station,08/23/2015 10:00:00 PM,21,14.9,52,0,0,555.3,0,298,1,2.8,991.3,1,354,12,08/23/2015 10:00 PM,63rdStreetWeatherStation201508232200
Oak Street Weather Station,08/23/2015 10:00:00 PM,21.3,14.8,50,0,0,285.2,0,325,0.8,1.7,991.4,0,0,12.1,08/23/2015 10:00 PM,OakStreetWeatherStation201508232200
63rd Street Weather Station,08/23/2015 11:00:00 PM,20.8,15.1,55,0,0,555.3,0,272,2.6,5.2,991.1,1,354,12,08/23/2015 11:00 PM,63rdStreetWeatherStation201508232300
Oak Street Weather Station,08/23/2015 11:00:00 PM,20.6,14.6,52,0,0,285.2,0,0,0.4,0.9,991.4,1,0,12.1,08/23/2015 11:00 PM,OakStreetWeatherStation201508232300
63rd Street Weather Station,08/24/2015 12:00:00 AM,20.1,15.0,58,0,0,555.3,0,263,4.8,6.6,991.4,2,354,12,08/24/2015 12:00 AM,63rdStreetWeatherStation201508242400
Oak Street Weather Station,08/24/2015 12:00:00 AM,20,14.4,55,0,0,285.2,0,264,1.1,2.7,991.5,1,0,12.1,08/24/2015 12:00 AM,OakStreetWeatherStation201508242400
63rd Street Weather Station,08/24/2015 01:00:00 AM,19.2,14.7,62,0,0,555.3,0,269,4.2,5.4,991.7,2,354,12,08/24/2015 1:00 AM,63rdStreetWeatherStation201508240100
Oak Street Weather Station,08/24/2015 01:00:00 AM,19.2,13.9,56,0,0,285.2,0,255,1,2.6,992,1,0,12,08/24/2015 1:00 AM,OakStreetWeatherStation201508240100
63rd Street Weather Station,08/24/2015 02:00:00 AM,18.2,14.1,64,0,0,555.3,0,268,2.5,4.3,991.6,2,354,11.9,08/24/2015 2:00 AM,63rdStreetWeatherStation201508240200
Oak Street Weather Station,08/24/2015 02:00:00 AM,18.3,13.4,58,0,0,285.2,0,268,0.7,1.4,991.8,1,0,12,08/24/2015 2:00 AM,OakStreetWeatherStation201508240200
63rd Street Weather Station,08/24/2015 03:00:00 AM,17.1,13.7,69,0,0,555.3,0,262,2.1,4,991.4,2,354,11.9,08/24/2015 3:00 AM,63rdStreetWeatherStation201508240300
Oak Street Weather Station,08/24/2015 03:00:00 AM,17.7,13.2,60,0,0,285.2,0,246,1.6,5.5,991.6,2,0,12.1,08/24/2015 3:00 AM,OakStreetWeatherStation201508240300
63rd Street Weather Station,08/24/2015 04:00:00 AM,16.3,13.1,70,0,0,555.3,0,268,3.4,5.5,991.4,2,354,11.9,08/24/2015 4:00 AM,63rdStreetWeatherStation201508240400
Oak Street Weather Station,08/24/2015 04:00:00 AM,17.1,12.8,61,0,0,285.2,0,253,1.8,6,991.6,2,0,12.1,08/24/2015 4:00 AM,OakStreetWeatherStation201508240400
63rd Street Weather Station,08/24/2015 05:00:00 AM,15.8,12.8,72,0,0,555.3,0,263,3.9,6.9,991.5,3,355,11.9,08/24/2015 5:00 AM,63rdStreetWeatherStation201508240500
Oak Street Weather Station,08/24/2015 05:00:00 AM,16.3,12.5,65,0,0,285.2,0,264,1.4,3.9,991.6,2,0,12.2,08/24/2015 5:00 AM,OakStreetWeatherStation201508240500
63rd Street Weather Station,08/24/2015 06:00:00 AM,15.1,12.5,75,0,0,555.3,0,263,4.3,5.9,991.7,5,354,12,08/24/2015 6:00 AM,63rdStreetWeatherStation201508240600
Oak Street Weather Station,08/24/2015 06:00:00 AM,15.9,12.2,65,0,0,285.2,0,287,0.8,2.1,991.8,4,0,12,08/24/2015 6:00 AM,OakStreetWeatherStation201508240600
63rd Street Weather Station,08/24/2015 07:00:00 AM,14.9,12.4,75,0,0,555.3,0,261,4.3,6.5,992.2,78,355,12,08/24/2015 7:00 AM,63rdStreetWeatherStation201508240700
Oak Street Weather Station,08/24/2015 07:00:00 AM,16.4,12.3,63,0,0,285.2,0,267,1.7,5.3,992.3,37,0,12,08/24/2015 7:00 AM,OakStreetWeatherStation201508240700
63rd Street Weather Station,08/24/2015 08:00:00 AM,16,12.9,71,0,0,555.3,0,255,2.5,3.6,992.2,243,356,11.9,08/24/2015 8:00 AM,63rdStreetWeatherStation201508240800
Oak Street Weather Station,08/24/2015 08:00:00 AM,17.5,12.8,59,0,0,285.2,0,265,1.3,5.3,992.3,335,0,12,08/24/2015 8:00 AM,OakStreetWeatherStation201508240800
63rd Street Weather Station,08/24/2015 09:00:00 AM,17.5,13.4,63,0,0,555.3,0,258,4.2,6.3,992.3,419,356,11.9,08/24/2015 9:00 AM,63rdStreetWeatherStation201508240900
Oak Street Weather Station,08/24/2015 09:00:00 AM,18.5,13.2,55,0,0,285.2,0,258,1.2,2.6,992.3,502,1,12.1,08/24/2015 9:00 AM,OakStreetWeatherStation201508240900
63rd Street Weather Station,08/24/2015 10:00:00 AM,19.3,14.0,56,0,0,555.3,0,268,4.7,8,991.9,581,356,11.9,08/24/2015 10:00 AM,63rdStreetWeatherStation201508241000
Oak Street Weather Station,08/24/2015 10:00:00 AM,20.1,13.9,50,0,0,285.2,0,275,1.8,3.5,992.1,653,0,12.1,08/24/2015 10:00 AM,OakStreetWeatherStation201508241000
63rd Street Weather Station,08/24/2015 11:00:00 AM,20.6,13.8,47,0,0,555.3,0,275,6.3,9.6,991.6,741,355,11.8,08/24/2015 11:00 AM,63rdStreetWeatherStation201508241100
Oak Street Weather Station,08/24/2015 11:00:00 AM,21.4,14.0,44,0,0,285.2,0,353,1,3.2,991.7,773,0,12.1,08/24/2015 11:00 AM,OakStreetWeatherStation201508241100
63rd Street Weather Station,08/24/2015 12:00:00 PM,21,14.0,46,0,0,555.3,0,274,6.8,10.6,991.1,880,355,12,08/24/2015 12:00 PM,63rdStreetWeatherStation201508241200
Oak Street Weather Station,08/24/2015 12:00:00 PM,22.2,13.8,39,0,0,285.2,0,302,1.4,4.7,991.1,905,0,12.1,08/24/2015 12:00 PM,OakStreetWeatherStation201508241200
63rd Street Weather Station,08/24/2015 01:00:00 PM,21.9,14.2,42,0,0,555.3,0,258,6.3,9.3,990.6,814,355,12,08/24/2015 1:00 PM,63rdStreetWeatherStation201508241300
Oak Street Weather Station,08/24/2015 01:00:00 PM,22.5,14.0,39,0,0,285.2,0,290,1.5,5.1,990.5,832,0,12.1,08/24/2015 1:00 PM,OakStreetWeatherStation201508241300
63rd Street Weather Station,08/24/2015 02:00:00 PM,22.6,14.6,42,0,0,555.3,0,256,6.6,13.2,989.9,821,354,12,08/24/2015 2:00 PM,63rdStreetWeatherStation201508241400
Oak Street Weather Station,08/24/2015 02:00:00 PM,23.4,14.2,35,0,0,285.2,0,259,2.2,6.1,990,788,0,12.1,08/24/2015 2:00 PM,OakStreetWeatherStation201508241400
63rd Street Weather Station,08/24/2015 03:00:00 PM,22.8,14.4,39,0,0,555.3,0,268,9.3,15.4,989.9,207,355,12,08/24/2015 3:00 PM,63rdStreetWeatherStation201508241500
Oak Street Weather Station,08/24/2015 03:00:00 PM,23.4,14.5,37,0,0,285.2,0,291,1.8,4.1,990.1,869,0,12.1,08/24/2015 3:00 PM,OakStreetWeatherStation201508241500
63rd Street Weather Station,08/24/2015 04:00:00 PM,22.7,14.6,41,0,0,555.3,0,281,6.2,9.5,990.2,179,354,11.9,08/24/2015 4:00 PM,63rdStreetWeatherStation201508241600
63rd Street Weather Station,08/24/2015 05:00:00 PM,22.5,14.7,43,0,0,555.3,0,272,5.9,12.2,990.3,140,354,12,08/24/2015 5:00 PM,63rdStreetWeatherStation201508241700
Oak Street Weather Station,08/24/2015 05:00:00 PM,22.8,14.5,40,0,0,285.2,0,338,1.8,4.7,990.5,41,0,12.1,08/24/2015 5:00 PM,OakStreetWeatherStation201508241700
63rd Street Weather Station,08/24/2015 06:00:00 PM,22,14.6,44,0,0,555.3,0,294,4.2,9.1,990.6,42,354,11.9,08/24/2015 6:00 PM,63rdStreetWeatherStation201508241800
Oak Street Weather Station,08/24/2015 06:00:00 PM,22.3,14.1,40,0,0,285.2,0,349,3,4.6,990.9,29,0,12.1,08/24/2015 6:00 PM,OakStreetWeatherStation201508241800
63rd Street Weather Station,08/24/2015 07:00:00 PM,21.5,14.1,44,0,0,555.3,0,289,3.9,7,991.1,8,354,11.9,08/24/2015 7:00 PM,63rdStreetWeatherStation201508241900
Oak Street Weather Station,08/24/2015 07:00:00 PM,21.2,13.7,43,0,0,285.2,0,337,2.4,4.6,991.4,9,0,12.1,08/24/2015 7:00 PM,OakStreetWeatherStation201508241900
63rd Street Weather Station,08/24/2015 08:00:00 PM,20.2,13.7,48,0,0,555.3,0,324,4,8.6,991.7,1,354,12,08/24/2015 8:00 PM,63rdStreetWeatherStation201508242000
Oak Street Weather Station,08/24/2015 08:00:00 PM,19.6,13.0,47,0,0,285.2,0,329,1.2,3,992.3,1,0,12.1,08/24/2015 8:00 PM,OakStreetWeatherStation201508242000
63rd Street Weather Station,08/24/2015 09:00:00 PM,18.5,12.3,48,0,0,555.3,0,316,3.9,8.2,992.5,2,355,12,08/24/2015 9:00 PM,63rdStreetWeatherStation201508242100
Oak Street Weather Station,08/24/2015 09:00:00 PM,18.5,12.1,47,0,0,285.2,0,333,1.8,5.8,993,1,0,12,08/24/2015 9:00 PM,OakStreetWeatherStation201508242100
63rd Street Weather Station,08/24/2015 10:00:00 PM,17.8,11.9,50,0,0,555.3,0,332,2.7,6.4,993,2,354,11.9,08/24/2015 10:00 PM,63rdStreetWeatherStation201508242200
Oak Street Weather Station,08/24/2015 10:00:00 PM,18.1,11.8,48,0,0,285.2,0,338,2,3.6,993.3,2,0,12.1,08/24/2015 10:00 PM,OakStreetWeatherStation201508242200
63rd Street Weather Station,08/24/2015 11:00:00 PM,17.8,12.0,51,0,0,555.3,0,299,2.3,4.7,992.8,2,355,11.9,08/24/2015 11:00 PM,63rdStreetWeatherStation201508242300
Oak Street Weather Station,08/24/2015 11:00:00 PM,17.9,11.8,48,0,0,285.2,0,304,1.1,2.7,993.1,1,0,12,08/24/2015 11:00 PM,OakStreetWeatherStation201508242300
63rd Street Weather Station,08/25/2015 12:00:00 AM,17.8,12.2,52,0,0,555.3,0,336,2.1,4.2,992.7,2,354,11.9,08/25/2015 12:00 AM,63rdStreetWeatherStation201508252400
Oak Street Weather Station,08/25/2015 12:00:00 AM,18,12.1,50,0,0,285.2,0,345,2.2,3.9,993.1,1,0,12.1,08/25/2015 12:00 AM,OakStreetWeatherStation201508252400
63rd Street Weather Station,08/25/2015 01:00:00 AM,17.5,12.1,53,0,0,555.3,0,317,1,2.3,992.5,2,354,11.9,08/25/2015 1:00 AM,63rdStreetWeatherStation201508250100
Oak Street Weather Station,08/25/2015 01:00:00 AM,17.6,11.9,51,0,0,285.2,0,343,1.3,2.5,992.9,1,0,12.1,08/25/2015 1:00 AM,OakStreetWeatherStation201508250100
63rd Street Weather Station,08/25/2015 02:00:00 AM,17.6,12.3,54,0,0,555.3,0,294,2.3,5.1,992.1,2,355,11.9,08/25/2015 2:00 AM,63rdStreetWeatherStation201508250200
Oak Street Weather Station,08/25/2015 02:00:00 AM,17.7,12.0,51,0,0,285.2,0,349,1,2.3,992.5,2,0,12.2,08/25/2015 2:00 AM,OakStreetWeatherStation201508250200
63rd Street Weather Station,08/25/2015 03:00:00 AM,17.3,12.2,56,0,0,555.3,0,325,3,4.7,992.1,2,355,11.9,08/25/2015 3:00 AM,63rdStreetWeatherStation201508250300
Oak Street Weather Station,08/25/2015 03:00:00 AM,17.5,12.1,53,0,0,285.2,0,347,1.4,2.5,992.3,2,0,12,08/25/2015 3:00 AM,OakStreetWeatherStation201508250300
63rd Street Weather Station,08/25/2015 04:00:00 AM,16.9,11.9,55,0,0,555.3,0,303,1.5,4.4,992.2,2,354,11.9,08/25/2015 4:00 AM,63rdStreetWeatherStation201508250400
Oak Street Weather Station,08/25/2015 04:00:00 AM,17.2,12.1,55,0,0,285.2,0,326,2.2,4.4,992.5,2,0,12.1,08/25/2015 4:00 AM,OakStreetWeatherStation201508250400
63rd Street Weather Station,08/25/2015 05:00:00 AM,17,12.2,57,0,0,555.3,0,324,1.7,3.7,992.4,2,354,12,08/25/2015 5:00 AM,63rdStreetWeatherStation201508250500
Oak Street Weather Station,08/25/2015 05:00:00 AM,17.2,12.0,55,0,0,285.2,0,346,1.7,2.6,992.7,2,0,12,08/25/2015 5:00 AM,OakStreetWeatherStation201508250500
63rd Street Weather Station,08/25/2015 06:00:00 AM,16.8,12.3,59,0,0,555.3,0,267,1.8,3.3,992.7,3,354,11.9,08/25/2015 6:00 AM,63rdStreetWeatherStation201508250600
Oak Street Weather Station,08/25/2015 06:00:00 AM,17.2,12.1,55,0,0,285.2,0,0,0.6,2,993,2,0,12.1,08/25/2015 6:00 AM,OakStreetWeatherStation201508250600
63rd Street Weather Station,08/25/2015 07:00:00 AM,17,12.6,60,0,0,555.3,0,290,2.4,4,993.2,40,354,11.9,08/25/2015 7:00 AM,63rdStreetWeatherStation201508250700
Oak Street Weather Station,08/25/2015 07:00:00 AM,17.1,12.3,57,0,0,285.2,0,307,1.6,2.8,993.4,46,0,12.1,08/25/2015 7:00 AM,OakStreetWeatherStation201508250700
63rd Street Weather Station,08/25/2015 08:00:00 AM,17.5,13.0,60,0,0,555.3,0,305,1.9,4.4,993.4,262,356,11.9,08/25/2015 8:00 AM,63rdStreetWeatherStation201508250800
Oak Street Weather Station,08/25/2015 08:00:00 AM,17.3,12.6,58,0,0,285.2,0,354,3.2,5.5,993.6,336,1,12.1,08/25/2015 8:00 AM,OakStreetWeatherStation201508250800
63rd Street Weather Station,08/25/2015 09:00:00 AM,17.1,12.6,60,0,0,555.3,0,344,5,6.5,993.6,163,355,11.9,08/25/2015 9:00 AM,63rdStreetWeatherStation201508250900
63rd Street Weather Station,08/25/2015 10:00:00 AM,17.5,13.0,60,0,0,555.3,0,292,1,2.4,994,258,354,11.9,08/25/2015 10:00 AM,63rdStreetWeatherStation201508251000
Oak Street Weather Station,08/25/2015 10:00:00 AM,15.6,12.6,71,0,0,285.2,0,58,1.6,2.5,994.4,188,0,12.1,08/25/2015 10:00 AM,OakStreetWeatherStation201508251000
63rd Street Weather Station,08/25/2015 11:00:00 AM,15.7,13.2,74,0,0,555.3,0,359,1.7,3.7,994.6,381,355,12,08/25/2015 11:00 AM,63rdStreetWeatherStation201508251100
